Step 500: {'loss': 2.0758, 'grad_norm': 23.83847427368164, 'learning_rate': 3.897777777777778e-05, 'epoch': 0.2222222222222222}
Step 36000: {'loss': 1.5674, 'grad_norm': 6.515121936798096, 'learning_rate': 3.6033777777777777e-06, 'epoch': 3.2}
Step 36500: {'loss': 1.5586, 'grad_norm': 10.787449836730957, 'learning_rate': 3.514488888888889e-06, 'epoch': 3.2444444444444445}
Step 37000: {'loss': 1.543, 'grad_norm': 8.306221008300781, 'learning_rate': 3.4256e-06, 'epoch': 3.2888888888888888}
Step 37500: {'loss': 1.5513, 'grad_norm': 8.690393447875977, 'learning_rate': 3.336711111111111e-06, 'epoch': 3.3333333333333335}
Step 38000: {'loss': 1.5535, 'grad_norm': 6.840286731719971, 'learning_rate': 3.247822222222223e-06, 'epoch': 3.3777777777777778}
Step 38500: {'loss': 1.5556, 'grad_norm': 9.0873384475708, 'learning_rate': 3.159111111111111e-06, 'epoch': 3.422222222222222}
Step 39000: {'loss': 1.5484, 'grad_norm': 7.39402961730957, 'learning_rate': 3.0702222222222223e-06, 'epoch': 3.466666666666667}
Step 39500: {'loss': 1.5411, 'grad_norm': 8.830465316772461, 'learning_rate': 2.981333333333333e-06, 'epoch': 3.511111111111111}
Step 40000: {'loss': 1.5659, 'grad_norm': 6.183566570281982, 'learning_rate': 2.892444444444445e-06, 'epoch': 3.5555555555555554}
Step 40500: {'loss': 1.5553, 'grad_norm': 7.886727333068848, 'learning_rate': 2.803555555555556e-06, 'epoch': 3.6}
Step 41000: {'loss': 1.5449, 'grad_norm': 6.7104878425598145, 'learning_rate': 2.714666666666667e-06, 'epoch': 3.6444444444444444}
Step 41500: {'loss': 1.5417, 'grad_norm': 8.200972557067871, 'learning_rate': 2.6257777777777783e-06, 'epoch': 3.688888888888889}
Step 42000: {'loss': 1.5383, 'grad_norm': 8.039353370666504, 'learning_rate': 2.5368888888888892e-06, 'epoch': 3.7333333333333334}
Step 42500: {'loss': 1.5666, 'grad_norm': 7.620815277099609, 'learning_rate': 2.448177777777778e-06, 'epoch': 3.7777777777777777}
Step 43000: {'loss': 1.5424, 'grad_norm': 9.446874618530273, 'learning_rate': 2.359288888888889e-06, 'epoch': 3.822222222222222}
Step 43500: {'loss': 1.555, 'grad_norm': 7.967768669128418, 'learning_rate': 2.2704e-06, 'epoch': 3.8666666666666667}
Step 44000: {'loss': 1.5612, 'grad_norm': 8.872255325317383, 'learning_rate': 2.181511111111111e-06, 'epoch': 3.911111111111111}
Step 44500: {'loss': 1.5347, 'grad_norm': 7.036606788635254, 'learning_rate': 2.092622222222222e-06, 'epoch': 3.9555555555555557}
Step 45000: {'loss': 1.5577, 'grad_norm': 6.905464172363281, 'learning_rate': 2.0037333333333334e-06, 'epoch': 4.0}
Step 45500: {'loss': 1.5337, 'grad_norm': 7.658291339874268, 'learning_rate': 1.9150222222222223e-06, 'epoch': 4.044444444444444}
Step 46000: {'loss': 1.5373, 'grad_norm': 7.097583293914795, 'learning_rate': 1.8261333333333334e-06, 'epoch': 4.088888888888889}
Step 46500: {'loss': 1.535, 'grad_norm': 6.831254482269287, 'learning_rate': 1.7372444444444445e-06, 'epoch': 4.133333333333334}
Step 47000: {'loss': 1.5476, 'grad_norm': 6.870185375213623, 'learning_rate': 1.6483555555555558e-06, 'epoch': 4.177777777777778}
Step 47500: {'loss': 1.5516, 'grad_norm': 7.549745082855225, 'learning_rate': 1.5594666666666669e-06, 'epoch': 4.222222222222222}
Step 48000: {'loss': 1.5377, 'grad_norm': 5.37954044342041, 'learning_rate': 1.470577777777778e-06, 'epoch': 4.266666666666667}
Step 48500: {'loss': 1.5194, 'grad_norm': 7.089263916015625, 'learning_rate': 1.381688888888889e-06, 'epoch': 4.311111111111111}
Step 49000: {'loss': 1.5399, 'grad_norm': 9.074530601501465, 'learning_rate': 1.2928000000000001e-06, 'epoch': 4.355555555555555}
Step 49500: {'loss': 1.5444, 'grad_norm': 7.770559310913086, 'learning_rate': 1.204088888888889e-06, 'epoch': 4.4}
Step 50000: {'loss': 1.5261, 'grad_norm': 9.17616081237793, 'learning_rate': 1.115377777777778e-06, 'epoch': 4.444444444444445}
Step 50500: {'loss': 1.539, 'grad_norm': 8.371129989624023, 'learning_rate': 1.026488888888889e-06, 'epoch': 4.488888888888889}
Step 51000: {'loss': 1.5318, 'grad_norm': 6.279748439788818, 'learning_rate': 9.376e-07, 'epoch': 4.533333333333333}
Step 51500: {'loss': 1.5431, 'grad_norm': 7.320054531097412, 'learning_rate': 8.487111111111111e-07, 'epoch': 4.5777777777777775}
Step 52000: {'loss': 1.5284, 'grad_norm': 8.054677963256836, 'learning_rate': 7.598222222222223e-07, 'epoch': 4.622222222222222}
Step 52500: {'loss': 1.5254, 'grad_norm': 7.313570976257324, 'learning_rate': 6.709333333333334e-07, 'epoch': 4.666666666666667}
Step 53000: {'loss': 1.5428, 'grad_norm': 7.820794105529785, 'learning_rate': 5.820444444444445e-07, 'epoch': 4.711111111111111}
Step 53500: {'loss': 1.5271, 'grad_norm': 6.511903285980225, 'learning_rate': 4.933333333333334e-07, 'epoch': 4.7555555555555555}
Step 54000: {'loss': 1.5484, 'grad_norm': 5.781069278717041, 'learning_rate': 4.0444444444444445e-07, 'epoch': 4.8}
Step 54500: {'loss': 1.5437, 'grad_norm': 8.878251075744629, 'learning_rate': 3.155555555555556e-07, 'epoch': 4.844444444444444}
Step 55000: {'loss': 1.5238, 'grad_norm': 6.851917266845703, 'learning_rate': 2.266666666666667e-07, 'epoch': 4.888888888888889}
Step 55500: {'loss': 1.5499, 'grad_norm': 7.2997894287109375, 'learning_rate': 1.3777777777777778e-07, 'epoch': 4.933333333333334}
Step 56000: {'loss': 1.5409, 'grad_norm': 7.909402847290039, 'learning_rate': 4.906666666666667e-08, 'epoch': 4.977777777777778}
Step 56250: {'train_runtime': 16348.961, 'train_samples_per_second': 13.762, 'train_steps_per_second': 3.441, 'total_flos': 4.4718214454784e+16, 'train_loss': 1.6260043885633682, 'epoch': 5.0}
Step 100: {'loss': 2.5239, 'grad_norm': 17.388330459594727, 'learning_rate': 9.99137777777778e-06, 'epoch': 0.0044444444444444444}
Step 200: {'loss': 2.2017, 'grad_norm': 15.297152519226074, 'learning_rate': 9.982577777777779e-06, 'epoch': 0.008888888888888889}
Step 300: {'loss': 2.1843, 'grad_norm': 16.997190475463867, 'learning_rate': 9.97368888888889e-06, 'epoch': 0.013333333333333334}
Step 400: {'loss': 2.1175, 'grad_norm': 18.57970428466797, 'learning_rate': 9.964800000000002e-06, 'epoch': 0.017777777777777778}
Step 500: {'loss': 2.0691, 'grad_norm': 18.253337860107422, 'learning_rate': 9.955911111111111e-06, 'epoch': 0.022222222222222223}
Step 600: {'loss': 2.0603, 'grad_norm': 18.772064208984375, 'learning_rate': 9.947022222222223e-06, 'epoch': 0.02666666666666667}
Step 700: {'loss': 2.0136, 'grad_norm': 18.24104881286621, 'learning_rate': 9.938133333333334e-06, 'epoch': 0.03111111111111111}
Step 800: {'loss': 2.0571, 'grad_norm': 18.533178329467773, 'learning_rate': 9.929244444444445e-06, 'epoch': 0.035555555555555556}
Step 900: {'loss': 1.9986, 'grad_norm': 17.04436492919922, 'learning_rate': 9.920355555555557e-06, 'epoch': 0.04}
Step 1000: {'loss': 1.9825, 'grad_norm': 18.302810668945312, 'learning_rate': 9.911466666666666e-06, 'epoch': 0.044444444444444446}
Step 1100: {'loss': 1.9476, 'grad_norm': 17.93073081970215, 'learning_rate': 9.90257777777778e-06, 'epoch': 0.04888888888888889}
Step 1200: {'loss': 1.9469, 'grad_norm': 19.28477668762207, 'learning_rate': 9.89368888888889e-06, 'epoch': 0.05333333333333334}
Step 1300: {'loss': 1.9748, 'grad_norm': 17.502145767211914, 'learning_rate': 9.8848e-06, 'epoch': 0.057777777777777775}
Step 1400: {'loss': 1.9157, 'grad_norm': 16.757835388183594, 'learning_rate': 9.875911111111112e-06, 'epoch': 0.06222222222222222}
Step 1500: {'loss': 1.9759, 'grad_norm': 17.788881301879883, 'learning_rate': 9.867022222222223e-06, 'epoch': 0.06666666666666667}
Step 1600: {'loss': 1.9128, 'grad_norm': 15.665871620178223, 'learning_rate': 9.858133333333335e-06, 'epoch': 0.07111111111111111}
Step 1700: {'loss': 1.9164, 'grad_norm': 14.819282531738281, 'learning_rate': 9.849244444444446e-06, 'epoch': 0.07555555555555556}
Step 1800: {'loss': 1.9463, 'grad_norm': 18.77085304260254, 'learning_rate': 9.840355555555556e-06, 'epoch': 0.08}
Step 1900: {'loss': 1.9569, 'grad_norm': 16.496150970458984, 'learning_rate': 9.831466666666667e-06, 'epoch': 0.08444444444444445}
Step 2000: {'loss': 1.9127, 'grad_norm': 25.103160858154297, 'learning_rate': 9.822577777777779e-06, 'epoch': 0.08888888888888889}
Step 2100: {'loss': 1.9225, 'grad_norm': 16.085351943969727, 'learning_rate': 9.81368888888889e-06, 'epoch': 0.09333333333333334}
Step 2200: {'loss': 1.913, 'grad_norm': 16.417327880859375, 'learning_rate': 9.804800000000001e-06, 'epoch': 0.09777777777777778}
Step 2300: {'loss': 1.8561, 'grad_norm': 16.416656494140625, 'learning_rate': 9.795911111111111e-06, 'epoch': 0.10222222222222223}
Step 2400: {'loss': 1.8757, 'grad_norm': 13.902851104736328, 'learning_rate': 9.787022222222222e-06, 'epoch': 0.10666666666666667}
Step 2500: {'loss': 1.8831, 'grad_norm': 18.490571975708008, 'learning_rate': 9.778133333333334e-06, 'epoch': 0.1111111111111111}
Step 2600: {'loss': 1.8659, 'grad_norm': 15.05556583404541, 'learning_rate': 9.769244444444445e-06, 'epoch': 0.11555555555555555}
Step 2700: {'loss': 1.8669, 'grad_norm': 13.764554023742676, 'learning_rate': 9.760355555555557e-06, 'epoch': 0.12}
Step 2800: {'loss': 1.8532, 'grad_norm': 14.832228660583496, 'learning_rate': 9.751466666666668e-06, 'epoch': 0.12444444444444444}
Step 2900: {'loss': 1.8403, 'grad_norm': 17.416955947875977, 'learning_rate': 9.74257777777778e-06, 'epoch': 0.1288888888888889}
Step 3000: {'loss': 1.8437, 'grad_norm': 13.371906280517578, 'learning_rate': 9.733688888888889e-06, 'epoch': 0.13333333333333333}
Step 3100: {'loss': 1.8593, 'grad_norm': 18.324811935424805, 'learning_rate': 9.7248e-06, 'epoch': 0.13777777777777778}
Step 3200: {'loss': 1.8662, 'grad_norm': 17.474910736083984, 'learning_rate': 9.715911111111112e-06, 'epoch': 0.14222222222222222}
Step 3300: {'loss': 1.8786, 'grad_norm': 18.10265350341797, 'learning_rate': 9.707022222222223e-06, 'epoch': 0.14666666666666667}
Step 3400: {'loss': 1.8268, 'grad_norm': 16.60758399963379, 'learning_rate': 9.698133333333335e-06, 'epoch': 0.1511111111111111}
Step 3500: {'loss': 1.7954, 'grad_norm': 17.44681167602539, 'learning_rate': 9.689244444444446e-06, 'epoch': 0.15555555555555556}
Step 3600: {'loss': 1.8502, 'grad_norm': 17.312105178833008, 'learning_rate': 9.680355555555556e-06, 'epoch': 0.16}
Step 3700: {'loss': 1.8138, 'grad_norm': 12.048954963684082, 'learning_rate': 9.671466666666667e-06, 'epoch': 0.16444444444444445}
Step 3800: {'loss': 1.8076, 'grad_norm': 13.084237098693848, 'learning_rate': 9.662577777777778e-06, 'epoch': 0.1688888888888889}
Step 3900: {'loss': 1.8413, 'grad_norm': 16.204092025756836, 'learning_rate': 9.65368888888889e-06, 'epoch': 0.17333333333333334}
Step 4000: {'loss': 1.7997, 'grad_norm': 13.554156303405762, 'learning_rate': 9.644800000000001e-06, 'epoch': 0.17777777777777778}
Step 4100: {'loss': 1.8335, 'grad_norm': 14.89533805847168, 'learning_rate': 9.635911111111111e-06, 'epoch': 0.18222222222222223}
Step 4200: {'loss': 1.8226, 'grad_norm': 11.877056121826172, 'learning_rate': 9.627111111111112e-06, 'epoch': 0.18666666666666668}
Step 4300: {'loss': 1.8352, 'grad_norm': 12.016780853271484, 'learning_rate': 9.618222222222223e-06, 'epoch': 0.19111111111111112}
Step 4400: {'loss': 1.7861, 'grad_norm': 15.573159217834473, 'learning_rate': 9.609333333333333e-06, 'epoch': 0.19555555555555557}
Step 4500: {'loss': 1.8184, 'grad_norm': 10.65854549407959, 'learning_rate': 9.600444444444446e-06, 'epoch': 0.2}
Step 4600: {'loss': 1.8023, 'grad_norm': 13.277341842651367, 'learning_rate': 9.591555555555556e-06, 'epoch': 0.20444444444444446}
Step 4700: {'loss': 1.8113, 'grad_norm': 15.705934524536133, 'learning_rate': 9.582666666666667e-06, 'epoch': 0.2088888888888889}
Step 4800: {'loss': 1.8082, 'grad_norm': 16.005813598632812, 'learning_rate': 9.573777777777779e-06, 'epoch': 0.21333333333333335}
Step 4900: {'loss': 1.8059, 'grad_norm': 11.886817932128906, 'learning_rate': 9.56488888888889e-06, 'epoch': 0.21777777777777776}
Step 5000: {'loss': 1.8324, 'grad_norm': 14.310324668884277, 'learning_rate': 9.556000000000001e-06, 'epoch': 0.2222222222222222}
Step 5100: {'loss': 1.7786, 'grad_norm': 15.168248176574707, 'learning_rate': 9.547111111111111e-06, 'epoch': 0.22666666666666666}
Step 5200: {'loss': 1.7824, 'grad_norm': 13.86662769317627, 'learning_rate': 9.538222222222222e-06, 'epoch': 0.2311111111111111}
Step 5300: {'loss': 1.7969, 'grad_norm': 14.12816333770752, 'learning_rate': 9.529333333333334e-06, 'epoch': 0.23555555555555555}
Step 5400: {'loss': 1.8066, 'grad_norm': 13.691091537475586, 'learning_rate': 9.520444444444445e-06, 'epoch': 0.24}
Step 5500: {'loss': 1.7616, 'grad_norm': 11.227616310119629, 'learning_rate': 9.511555555555557e-06, 'epoch': 0.24444444444444444}
Step 5600: {'loss': 1.8105, 'grad_norm': 9.762173652648926, 'learning_rate': 9.502666666666668e-06, 'epoch': 0.24888888888888888}
Step 5700: {'loss': 1.7768, 'grad_norm': 16.057554244995117, 'learning_rate': 9.493777777777778e-06, 'epoch': 0.25333333333333335}
Step 5800: {'loss': 1.7561, 'grad_norm': 12.824868202209473, 'learning_rate': 9.48488888888889e-06, 'epoch': 0.2577777777777778}
Step 5900: {'loss': 1.783, 'grad_norm': 12.752138137817383, 'learning_rate': 9.476e-06, 'epoch': 0.26222222222222225}
Step 6000: {'loss': 1.7715, 'grad_norm': 14.644753456115723, 'learning_rate': 9.467111111111112e-06, 'epoch': 0.26666666666666666}
Step 6100: {'loss': 1.7784, 'grad_norm': 12.042257308959961, 'learning_rate': 9.458222222222223e-06, 'epoch': 0.27111111111111114}
Step 6200: {'loss': 1.7772, 'grad_norm': 16.984880447387695, 'learning_rate': 9.449422222222223e-06, 'epoch': 0.27555555555555555}
Step 6300: {'loss': 1.8327, 'grad_norm': 10.879103660583496, 'learning_rate': 9.440533333333334e-06, 'epoch': 0.28}
Step 6400: {'loss': 1.7628, 'grad_norm': 11.500114440917969, 'learning_rate': 9.431644444444445e-06, 'epoch': 0.28444444444444444}
Step 6500: {'loss': 1.7208, 'grad_norm': 13.261302947998047, 'learning_rate': 9.422755555555557e-06, 'epoch': 0.28888888888888886}
Step 6600: {'loss': 1.7596, 'grad_norm': 10.421128273010254, 'learning_rate': 9.413866666666668e-06, 'epoch': 0.29333333333333333}
Step 6700: {'loss': 1.7502, 'grad_norm': 9.510852813720703, 'learning_rate': 9.404977777777778e-06, 'epoch': 0.29777777777777775}
Step 6800: {'loss': 1.7449, 'grad_norm': 10.070283889770508, 'learning_rate': 9.39608888888889e-06, 'epoch': 0.3022222222222222}
Step 6900: {'loss': 1.7262, 'grad_norm': 11.000155448913574, 'learning_rate': 9.3872e-06, 'epoch': 0.30666666666666664}
Step 7000: {'loss': 1.7516, 'grad_norm': 12.140169143676758, 'learning_rate': 9.378311111111112e-06, 'epoch': 0.3111111111111111}
Step 7100: {'loss': 1.7347, 'grad_norm': 11.949451446533203, 'learning_rate': 9.369422222222223e-06, 'epoch': 0.31555555555555553}
Step 7200: {'loss': 1.7336, 'grad_norm': 9.843961715698242, 'learning_rate': 9.360533333333333e-06, 'epoch': 0.32}
Step 7300: {'loss': 1.7079, 'grad_norm': 12.260293006896973, 'learning_rate': 9.351644444444446e-06, 'epoch': 0.3244444444444444}
Step 7400: {'loss': 1.711, 'grad_norm': 10.42822265625, 'learning_rate': 9.342755555555556e-06, 'epoch': 0.3288888888888889}
Step 7500: {'loss': 1.7562, 'grad_norm': 9.431721687316895, 'learning_rate': 9.333866666666667e-06, 'epoch': 0.3333333333333333}
Step 7600: {'loss': 1.7265, 'grad_norm': 9.12606430053711, 'learning_rate': 9.324977777777779e-06, 'epoch': 0.3377777777777778}
Step 7700: {'loss': 1.7779, 'grad_norm': 10.723414421081543, 'learning_rate': 9.31608888888889e-06, 'epoch': 0.3422222222222222}
Step 7800: {'loss': 1.7318, 'grad_norm': 9.323163986206055, 'learning_rate': 9.307200000000001e-06, 'epoch': 0.3466666666666667}
Step 7900: {'loss': 1.7343, 'grad_norm': 10.922049522399902, 'learning_rate': 9.298311111111113e-06, 'epoch': 0.3511111111111111}
Step 8000: {'loss': 1.7317, 'grad_norm': 13.73877239227295, 'learning_rate': 9.289422222222222e-06, 'epoch': 0.35555555555555557}
Step 8100: {'loss': 1.6896, 'grad_norm': 17.39781951904297, 'learning_rate': 9.280533333333334e-06, 'epoch': 0.36}
Step 8200: {'loss': 1.7476, 'grad_norm': 12.814717292785645, 'learning_rate': 9.271733333333333e-06, 'epoch': 0.36444444444444446}
Step 8300: {'loss': 1.733, 'grad_norm': 10.385541915893555, 'learning_rate': 9.262844444444446e-06, 'epoch': 0.3688888888888889}
Step 8400: {'loss': 1.7421, 'grad_norm': 10.067367553710938, 'learning_rate': 9.253955555555556e-06, 'epoch': 0.37333333333333335}
Step 8500: {'loss': 1.7096, 'grad_norm': 10.894796371459961, 'learning_rate': 9.245066666666667e-06, 'epoch': 0.37777777777777777}
Step 8600: {'loss': 1.7398, 'grad_norm': 12.3491792678833, 'learning_rate': 9.236177777777779e-06, 'epoch': 0.38222222222222224}
Step 8700: {'loss': 1.7039, 'grad_norm': 10.280139923095703, 'learning_rate': 9.22728888888889e-06, 'epoch': 0.38666666666666666}
Step 8800: {'loss': 1.7074, 'grad_norm': 10.620744705200195, 'learning_rate': 9.218400000000001e-06, 'epoch': 0.39111111111111113}
Step 8900: {'loss': 1.6719, 'grad_norm': 10.807515144348145, 'learning_rate': 9.209511111111113e-06, 'epoch': 0.39555555555555555}
Step 9000: {'loss': 1.7314, 'grad_norm': 10.173757553100586, 'learning_rate': 9.200622222222222e-06, 'epoch': 0.4}
Step 9100: {'loss': 1.7055, 'grad_norm': 10.942221641540527, 'learning_rate': 9.191733333333334e-06, 'epoch': 0.40444444444444444}
Step 9200: {'loss': 1.6639, 'grad_norm': 11.87822437286377, 'learning_rate': 9.182844444444445e-06, 'epoch': 0.4088888888888889}
Step 9300: {'loss': 1.703, 'grad_norm': 13.548543930053711, 'learning_rate': 9.173955555555557e-06, 'epoch': 0.41333333333333333}
Step 9400: {'loss': 1.7348, 'grad_norm': 10.284761428833008, 'learning_rate': 9.165066666666668e-06, 'epoch': 0.4177777777777778}
Step 9500: {'loss': 1.6905, 'grad_norm': 10.872702598571777, 'learning_rate': 9.156177777777778e-06, 'epoch': 0.4222222222222222}
Step 9600: {'loss': 1.7279, 'grad_norm': 9.855941772460938, 'learning_rate': 9.14728888888889e-06, 'epoch': 0.4266666666666667}
Step 9700: {'loss': 1.7317, 'grad_norm': 11.923169136047363, 'learning_rate': 9.1384e-06, 'epoch': 0.4311111111111111}
Step 9800: {'loss': 1.6809, 'grad_norm': 9.642537117004395, 'learning_rate': 9.129511111111112e-06, 'epoch': 0.43555555555555553}
Step 9900: {'loss': 1.699, 'grad_norm': 9.469614028930664, 'learning_rate': 9.120622222222223e-06, 'epoch': 0.44}
Step 10000: {'loss': 1.7359, 'grad_norm': 10.01758861541748, 'learning_rate': 9.111733333333333e-06, 'epoch': 0.4444444444444444}
Step 10100: {'loss': 1.706, 'grad_norm': 9.720852851867676, 'learning_rate': 9.102844444444446e-06, 'epoch': 0.4488888888888889}
Step 10200: {'loss': 1.7063, 'grad_norm': 9.986241340637207, 'learning_rate': 9.093955555555556e-06, 'epoch': 0.4533333333333333}
Step 10300: {'loss': 1.7272, 'grad_norm': 10.34422492980957, 'learning_rate': 9.085155555555557e-06, 'epoch': 0.4577777777777778}
Step 10400: {'loss': 1.7181, 'grad_norm': 12.663330078125, 'learning_rate': 9.076266666666668e-06, 'epoch': 0.4622222222222222}
Step 10500: {'loss': 1.6938, 'grad_norm': 10.301664352416992, 'learning_rate': 9.067377777777778e-06, 'epoch': 0.4666666666666667}
Step 10600: {'loss': 1.6953, 'grad_norm': 11.301789283752441, 'learning_rate': 9.05848888888889e-06, 'epoch': 0.4711111111111111}
Step 10700: {'loss': 1.702, 'grad_norm': 9.808507919311523, 'learning_rate': 9.0496e-06, 'epoch': 0.47555555555555556}
Step 10800: {'loss': 1.7045, 'grad_norm': 10.915820121765137, 'learning_rate': 9.040711111111112e-06, 'epoch': 0.48}
Step 10900: {'loss': 1.7329, 'grad_norm': 10.194230079650879, 'learning_rate': 9.031822222222223e-06, 'epoch': 0.48444444444444446}
Step 11000: {'loss': 1.6767, 'grad_norm': 9.148147583007812, 'learning_rate': 9.022933333333333e-06, 'epoch': 0.4888888888888889}
Step 11100: {'loss': 1.7107, 'grad_norm': 9.405537605285645, 'learning_rate': 9.014044444444446e-06, 'epoch': 0.49333333333333335}
Step 11200: {'loss': 1.6887, 'grad_norm': 10.658920288085938, 'learning_rate': 9.005155555555556e-06, 'epoch': 0.49777777777777776}
Step 11300: {'loss': 1.7156, 'grad_norm': 11.727605819702148, 'learning_rate': 8.996266666666667e-06, 'epoch': 0.5022222222222222}
Step 11400: {'loss': 1.6817, 'grad_norm': 9.040508270263672, 'learning_rate': 8.987377777777779e-06, 'epoch': 0.5066666666666667}
Step 11500: {'loss': 1.7147, 'grad_norm': 10.149596214294434, 'learning_rate': 8.97848888888889e-06, 'epoch': 0.5111111111111111}
Step 11600: {'loss': 1.7036, 'grad_norm': 9.129467010498047, 'learning_rate': 8.969600000000001e-06, 'epoch': 0.5155555555555555}
Step 11700: {'loss': 1.6912, 'grad_norm': 8.030245780944824, 'learning_rate': 8.960711111111113e-06, 'epoch': 0.52}
Step 11800: {'loss': 1.6763, 'grad_norm': 8.971735954284668, 'learning_rate': 8.951822222222222e-06, 'epoch': 0.5244444444444445}
Step 11900: {'loss': 1.7113, 'grad_norm': 10.432539939880371, 'learning_rate': 8.942933333333334e-06, 'epoch': 0.5288888888888889}
Step 12000: {'loss': 1.7049, 'grad_norm': 7.971395015716553, 'learning_rate': 8.934044444444445e-06, 'epoch': 0.5333333333333333}
Step 12100: {'loss': 1.6999, 'grad_norm': 10.118154525756836, 'learning_rate': 8.925155555555557e-06, 'epoch': 0.5377777777777778}
Step 12200: {'loss': 1.6674, 'grad_norm': 10.822587966918945, 'learning_rate': 8.916266666666668e-06, 'epoch': 0.5422222222222223}
Step 12300: {'loss': 1.7044, 'grad_norm': 7.188018321990967, 'learning_rate': 8.907466666666667e-06, 'epoch': 0.5466666666666666}
Step 12400: {'loss': 1.6603, 'grad_norm': 10.695361137390137, 'learning_rate': 8.898577777777779e-06, 'epoch': 0.5511111111111111}
Step 12500: {'loss': 1.7018, 'grad_norm': 8.900588035583496, 'learning_rate': 8.88968888888889e-06, 'epoch': 0.5555555555555556}
Step 12600: {'loss': 1.6879, 'grad_norm': 12.057779312133789, 'learning_rate': 8.8808e-06, 'epoch': 0.56}
Step 12700: {'loss': 1.7067, 'grad_norm': 10.189815521240234, 'learning_rate': 8.871911111111113e-06, 'epoch': 0.5644444444444444}
Step 12800: {'loss': 1.6716, 'grad_norm': 10.131999969482422, 'learning_rate': 8.863022222222223e-06, 'epoch': 0.5688888888888889}
Step 12900: {'loss': 1.6619, 'grad_norm': 9.462944030761719, 'learning_rate': 8.854133333333334e-06, 'epoch': 0.5733333333333334}
Step 13000: {'loss': 1.6877, 'grad_norm': 8.634381294250488, 'learning_rate': 8.845244444444445e-06, 'epoch': 0.5777777777777777}
Step 13100: {'loss': 1.68, 'grad_norm': 7.763330936431885, 'learning_rate': 8.836355555555555e-06, 'epoch': 0.5822222222222222}
Step 13200: {'loss': 1.6403, 'grad_norm': 9.522828102111816, 'learning_rate': 8.827466666666668e-06, 'epoch': 0.5866666666666667}
Step 13300: {'loss': 1.6779, 'grad_norm': 8.237302780151367, 'learning_rate': 8.818577777777778e-06, 'epoch': 0.5911111111111111}
Step 13400: {'loss': 1.7058, 'grad_norm': 7.0724945068359375, 'learning_rate': 8.809688888888889e-06, 'epoch': 0.5955555555555555}
Step 13500: {'loss': 1.6762, 'grad_norm': 9.826648712158203, 'learning_rate': 8.8008e-06, 'epoch': 0.6}
Step 13600: {'loss': 1.6663, 'grad_norm': 9.752035140991211, 'learning_rate': 8.791911111111112e-06, 'epoch': 0.6044444444444445}
Step 13700: {'loss': 1.6946, 'grad_norm': 8.073930740356445, 'learning_rate': 8.783022222222223e-06, 'epoch': 0.6088888888888889}
Step 13800: {'loss': 1.6309, 'grad_norm': 9.249505043029785, 'learning_rate': 8.774133333333335e-06, 'epoch': 0.6133333333333333}
Step 13900: {'loss': 1.6672, 'grad_norm': 9.818511009216309, 'learning_rate': 8.765244444444444e-06, 'epoch': 0.6177777777777778}
Step 14000: {'loss': 1.6845, 'grad_norm': 9.497021675109863, 'learning_rate': 8.756355555555556e-06, 'epoch': 0.6222222222222222}
Step 14100: {'loss': 1.6371, 'grad_norm': 7.652246952056885, 'learning_rate': 8.747466666666667e-06, 'epoch': 0.6266666666666667}
Step 14200: {'loss': 1.6246, 'grad_norm': 9.560464859008789, 'learning_rate': 8.738577777777779e-06, 'epoch': 0.6311111111111111}
Step 14300: {'loss': 1.6771, 'grad_norm': 7.357038497924805, 'learning_rate': 8.72968888888889e-06, 'epoch': 0.6355555555555555}
Step 14400: {'loss': 1.6371, 'grad_norm': 9.394508361816406, 'learning_rate': 8.7208e-06, 'epoch': 0.64}
Step 14500: {'loss': 1.6223, 'grad_norm': 7.964039325714111, 'learning_rate': 8.711911111111113e-06, 'epoch': 0.6444444444444445}
Step 14600: {'loss': 1.672, 'grad_norm': 10.275206565856934, 'learning_rate': 8.703111111111112e-06, 'epoch': 0.6488888888888888}
Step 14700: {'loss': 1.62, 'grad_norm': 8.031740188598633, 'learning_rate': 8.694222222222223e-06, 'epoch': 0.6533333333333333}
Step 14800: {'loss': 1.6496, 'grad_norm': 8.533313751220703, 'learning_rate': 8.685333333333335e-06, 'epoch': 0.6577777777777778}
Step 14900: {'loss': 1.6449, 'grad_norm': 9.507645606994629, 'learning_rate': 8.676444444444444e-06, 'epoch': 0.6622222222222223}
Step 15000: {'loss': 1.6443, 'grad_norm': 6.849364757537842, 'learning_rate': 8.667555555555556e-06, 'epoch': 0.6666666666666666}
Step 15100: {'loss': 1.6485, 'grad_norm': 7.613852024078369, 'learning_rate': 8.658666666666667e-06, 'epoch': 0.6711111111111111}
Step 15200: {'loss': 1.6324, 'grad_norm': 7.4144062995910645, 'learning_rate': 8.649777777777779e-06, 'epoch': 0.6755555555555556}
Step 15300: {'loss': 1.6408, 'grad_norm': 10.9335298538208, 'learning_rate': 8.64088888888889e-06, 'epoch': 0.68}
Step 15400: {'loss': 1.6778, 'grad_norm': 8.390998840332031, 'learning_rate': 8.632e-06, 'epoch': 0.6844444444444444}
Step 15500: {'loss': 1.6611, 'grad_norm': 9.599309921264648, 'learning_rate': 8.623111111111113e-06, 'epoch': 0.6888888888888889}
Step 15600: {'loss': 1.6659, 'grad_norm': 9.75041389465332, 'learning_rate': 8.614222222222222e-06, 'epoch': 0.6933333333333334}
